id,loss
131822,2273.1940449438175
131823,2247.0268433179685
131824,4757.16
131825,2015.399982363304
131826,3445.8600000000006
131827,3094.4775000000013
131828,1582.534999999996
131829,3190.089615384614
131830,3426.372222222223
131831,2412.6474358974356
131832,2657.956363636363
131833,2625.288880455409
131834,2197.9828819444397
131835,2095.08
131836,1810.9475724637703
131837,4389.9625
131838,2468.3780459929835
131839,1602.6219753086418
131840,2688.82
131841,2361.7865335235447
131842,6462.337187499998
131843,2608.61
131844,4107.98
131845,2379.01
131846,8257.12
131847,1629.8930683918659
131848,4381.2296
131849,2662.2360126138788
131850,2138.22690140845
131851,1776.815625
131852,2197.675238095237
131853,2301.234868804664
131854,1937.6321233411384
131855,3667.81
131856,3626.727152777776
131857,2089.48
131858,10880.74
131859,2276.0212633546817
131860,3974.51
131861,2172.0177135348176
131862,2670.71711528694
131863,1464.4950649819543
131864,5057.362619047617
131865,2231.6701253132837
131866,3901.5581612446927
131867,1998.1024390243906
131868,2148.8040641711245
131869,3374.026079999998
131870,2077.989541984732
131871,6653.78
131872,1465.569450549451
131873,4515.379881656807
131874,2379.59
131875,1998.40414893617
131876,2728.46
131877,7327.3209677419345
131878,4085.8157777777787
131879,1639.5815652173906
131880,4546.9
131881,1980.0890493601407
131882,2464.98
131883,2702.255812499999
131884,2086.2458258642864
131885,2363.5793103448273
131886,1857.4768965517246
131887,2208.6829331531085
131888,5439.898171701111
131889,11374.72
131890,1515.945081300812
131891,2399.854548269569
131892,2809.4843258187802
131893,2276.351634615385
131894,4531.76724137931
131895,3036.333444976076
131896,4550.846315789471
131897,2311.071609195403
131898,2268.696422222212
131899,2138.8675739644978
131900,4211.02
131901,4318.438181818183
131902,3672.4449937578
131903,4565.27
131904,3907.57
131905,1907.4203791469176
131906,3116.24
131907,2343.2866666666664
131908,1862.388300970901
131909,1686.4866043613727
131910,4219.34
131911,1775.2730000000004
131912,2099.4019652173884
131913,1651.0677526753977
131914,2452.5848601398648
131915,3447.179205298012
131916,2955.54
131917,1914.7633333333333
131918,4331.280000000001
131919,1999.861304347827
131920,1630.1872527472526
131921,6037.52238095238
131922,2562.29102970297
131923,5680.526785714292
131924,2674.5576344085966
131925,3150.421428571429
131926,2183.969215686275
131927,2270.986
131928,3233.2
131929,12238.25
131930,7297.52
131931,4607.432959183675
131932,2055.2333643855472
131933,4415.736666666667
131934,1913.8101137902995
131935,2416.13
131936,2384.131551339286
131937,3088.2660276338506
131938,2877.6390373906256
131939,1888.4817500000001
131940,2243.8758858858823
131941,3226.4554379562064
131942,2296.844124293771
131943,2466.330935251799
131944,1857.338129391114
131945,1905.3809886159418
131946,5771.348999999999
131947,6895.21
131948,3495.9350000000004
131949,9000.82
131950,4195.82
131951,3915.3664525139657
131952,1518.7630098039203
131953,2014.51
131954,2722.8923540489714
131955,2679.225431034482
131956,2356.2810132158597
131957,1609.732857142857
131958,2846.39
