id,loss
131822,1260.1733713270576
131823,1356.6831214246101
131824,3977.5151858090503
131825,1252.0469037890093
131826,3278.9442604659484
131827,2831.624328592243
131828,1129.988687309681
131829,3183.6929099005624
131830,3162.978455967631
131831,3101.2449357453493
131832,2173.846290265679
131833,1436.206832650096
131834,1301.2668703506176
131835,1766.5921554210875
131836,1346.9874889616767
131837,4535.1077921491105
131838,1988.7061209629362
131839,878.5957592389891
131840,2575.629825569541
131841,2034.758196332863
131842,6474.867060523658
131843,3088.0629595135933
131844,7462.61376663556
131845,2637.242751367996
131846,8148.037674455916
131847,1050.6930135590032
131848,4038.9064833701063
131849,2774.595741362246
131850,1524.533951328098
131851,933.2019617655343
131852,1447.309937488611
131853,1347.1356271589152
131854,996.4967409056844
131855,4043.531456924819
131856,2950.963038739998
131857,1735.776520050552
131858,13804.692143334752
131859,1030.3313383615987
131860,4779.000080702963
131861,1580.2330689337348
131862,2202.98771897471
131863,856.4369890806216
131864,5081.905134764858
131865,1467.1206506615322
131866,3486.9478908326964
131867,1278.1609763342235
131868,1254.4230662425866
131869,4234.973427291407
131870,1418.6693256299034
131871,8891.868081114917
131872,1457.644242976167
131873,3867.5699993349467
131874,2100.067621248301
131875,1682.4305472336682
131876,2035.7248458980869
131877,7926.382417469757
131878,2899.282819697383
131879,1284.8775676077537
131880,4636.439014504078
131881,1283.6348593010941
131882,1651.8520761072912
131883,1850.3123744304892
131884,1347.2264174973245
131885,2105.1354275592
131886,1142.046852030674
131887,1081.4331415448044
131888,4927.666359748431
131889,12021.562955711019
131890,718.7650734279265
131891,1623.1041053492731
131892,2211.3326008899594
131893,1825.0118783791809
131894,3726.0725081556466
131895,3178.308865962823
131896,4251.405135434865
131897,2207.460329535365
131898,1519.5005167537697
131899,1897.935464889032
131900,3100.4201048421633
131901,4418.003045750062
131902,2620.6879476990794
131903,4247.549605147073
131904,3079.477046742329
131905,1415.2632903389572
131906,2562.796311533323
131907,1823.6799415393425
131908,726.8585450788361
131909,1482.5868167549597
131910,3678.2232938041334
131911,1850.5766242913105
131912,1583.4629505885016
131913,960.6625815444189
131914,1904.0879279927756
131915,3289.454956429727
131916,2807.7094032572327
131917,1469.9577698384242
131918,3975.5742621085396
131919,1386.4724404446474
131920,959.5957313730706
131921,5724.613173270903
131922,1569.7220130374326
131923,4984.88306546972
131924,1383.077355097693
131925,1931.3460678527033
131926,1536.7970927927265
131927,1594.8644482677714
131928,3159.9487080191475
131929,10434.853519852622
131930,8643.855675328117
131931,3392.743166643162
131932,1053.9142508560635
131933,4495.330946209756
131934,839.199386366058
131935,1939.1023858825636
131936,1583.5501426164203
131937,2540.979100096806
131938,2939.800112162125
131939,972.608899284412
131940,1495.2065154644051
131941,2257.921664870251
131942,1647.9473722324235
131943,1734.733969552576
131944,1584.0304585460724
131945,1037.4456368498093
131946,4047.949340240385
131947,7212.125387663212
131948,3152.620278825301
131949,7898.885749492132
131950,2471.797830972513
131951,3948.070152264038
131952,899.8616269804769
131953,1730.396790375405
131954,2621.378331620384
131955,2600.4176434972055
131956,1383.022331288714
131957,1444.6241647652166
131958,3175.8916817356608
131959,1706.834599896618
131960,6703.341308974741
131961,4182.758757690664
131962,3504.11517770842
131963,3799.977369044546
131964,11246.363882669732
131965,2118.6491326873797
131966,1514.9706106360206
131967,3168.166454572905
131968,2921.4668075720206
131969,2329.0066886208892
131970,3529.542219793644
131971,9128.581381042724
131972,1551.6237568821607
131973,736.9031935558772
131974,2157.4521167231674
131975,1645.1391804817952
131976,5465.94390510068
131977,1435.1281608671634
131978,1802.3884470355072
131979,3604.9250016606693
131980,3148.2351331028653
131981,1595.5169546442567
131982,925.0198157700229
131983,1884.9186960016602
131984,2905.7545510417585
131985,2342.7152778141885
131986,2779.3406631789944
131987,2200.1594052732653
131988,1538.4304847022133
131989,1218.2932430031065
131990,1239.2401945659306
131991,1127.4758889507932
131992,2191.708248542216
131993,2470.074967691809
131994,830.326422626648
131995,3026.74698857886
131996,1580.0765967635687
131997,936.3355085505403
131998,1224.840385800644
131999,3514.2062532339733
132000,1682.3179819212885
132001,4775.544683737918
132002,1110.029459907227
132003,2364.790094741506
132004,3583.6272795087034
132005,3117.8584020134217
132006,1690.9026564872
132007,2077.6245959066778
132008,2313.090587623976
132009,928.8835284201222
132010,2667.846978000586
132011,3015.995159112152
132012,1580.7162008472922
132013,1809.811846520079
132014,1876.8726238767538
132015,2179.7172664215545
132016,4435.789340627921
132017,1299.5586570899893
132018,1197.062533105169
132019,20361.13800200072
132020,5336.671631259333
132021,2345.743360234326
132022,1484.945869178295
132023,1558.2483086853733
132024,1726.4839026975885
132025,878.1726505685808
132026,1575.060325968195
132027,2305.148396508572
132028,1935.289379952379
132029,2027.7868407128517
132030,990.6334995050241
132031,1068.870464336104
132032,3260.979174480161
132033,1114.8615477510718
132034,2213.8164310935695
132035,2400.5584903183917
132036,3163.68351465962
132037,830.563550918727
132038,1097.3637837797903
132039,1725.4945939456213
132040,985.4921712919637
132041,2161.505345796488
132042,1193.1379339036023
132043,2377.1484783209166
132044,901.1959684354056
132045,1627.7152141156516
132046,1906.5978911900015
132047,1485.1037586260286
132048,1003.3544399666177
132049,2931.6667186515483
132050,4563.885756026639
132051,1125.8932728483492
132052,1352.3276866804592
132053,2810.969485640016
132054,2354.7349785498523
132055,4172.085058569625
132056,1611.774725077839
132057,4116.414213184019
132058,5800.38909094838
132059,5649.853053638255
132060,1604.9132638035226
132061,1243.2570195115472
132062,1715.6947031394511
132063,3094.500600574255
132064,2514.0424363782554
132065,4419.477146299662
132066,1441.2306637865706
132067,1442.3150534655074
132068,2122.6957177154713
132069,1654.887288645478
132070,2804.2167264095397
132071,1488.817902060288
132072,1489.2785175544386
132073,4034.341816465814
132074,3534.321678361192
132075,2128.8535787726782
132076,7900.522513415395
132077,1349.481685458614
132078,892.9981788270534
132079,2851.1036510084996
132080,1350.1181708423967
132081,2118.6226355177137
132082,6747.882949934645
132083,2109.560078423297
132084,3023.964672117891
132085,2412.8184967605434
132086,10087.758972558024
132087,1891.9421186476889
132088,7391.111632960839
132089,3443.7224167229397
132090,3157.908471645606
132091,1868.0305897658698
132092,3134.4820382972143
132093,3220.6856543140557
132094,2516.7695464706107
132095,2972.4584015606138
132096,772.62043498353
132097,1418.6461090314754
132098,2540.2428441777465
132099,1835.7283652546191
132100,3135.163656769732
132101,1492.8681436949853
132102,1617.4392746778547
132103,3352.012745077292
132104,4014.1396981210637
132105,4384.64086727398
132106,1765.1393532388477
132107,2007.6231324429261
132108,1823.1305013101392
132109,3071.9848888070374
132110,1589.46820839729
132111,5240.971679792811
132112,2267.215270261347
132113,1693.0901867616928
132114,5690.954828656245
132115,3237.0398465899266
132116,1811.362377338318
132117,2234.7732149432786
132118,1434.369857040981
132119,5272.081477414433
132120,3899.2853398378015
132121,5317.190604595236
132122,2268.3016497275407
132123,3323.282888230346
132124,2503.798711959722
132125,3626.45194098885
132126,2709.173267590334
132127,2112.5400300989954
132128,9672.474493091599
132129,3296.5012759580773
132130,2737.5383650996982
132131,630.8736687025006
132132,2062.4040497984956
132133,1607.966786227233
132134,3357.0596807171974
132135,938.336546016316
132136,892.9043273532583
132137,1192.6023668584387
132138,2381.7732130791824
132139,3604.3666232971336
132140,1109.891109666632
132141,3887.6027046448394
132142,1742.9096876973374
132143,2796.0649527614855
132144,2798.9392625746873
132145,1267.6868345307987
132146,1971.3294471798997
132147,1328.2690756850125
132148,1991.180342657729
132149,1357.5512923585002
132150,1941.883945299271
132151,3305.216054444545
132152,1193.5914453840803
132153,4218.191352365977
132154,982.7202365377875
132155,2687.0326183435577
132156,936.3142715966113
132157,6678.269977975322
132158,3533.1989188613334
132159,875.8285670740036
132160,1141.586970621802
132161,1414.9754376398403
132162,1703.903648740823
132163,1255.8942720007594
132164,889.2286386066821
132165,1819.4548639050495
132166,1059.0744669397714
132167,5990.476747221555
132168,1912.8776206562352
132169,1001.8716661581522
132170,1671.7619239247726
132171,877.5014062061861
132172,2186.184590015265
132173,1138.5078592703564
132174,1464.184701149139
132175,978.7817836703477
132176,2364.56992059754
132177,2018.4232109614968
132178,3501.5030098314674
132179,1797.1034659005115
132180,1999.8479798803435
132181,1671.5425452373358
132182,3516.2978176875417
132183,1184.0325492484153
132184,2328.7049769348373
132185,2835.161509498081
132186,1700.349249861613
132187,812.7852733891854
132188,1554.131451475924
132189,1427.0482171889362
132190,4453.528909395639
132191,2107.665618364141
132192,2436.6091799172746
132193,8008.17448724639
132194,1630.610646280103
132195,4778.939119466611
132196,5909.697295500693
132197,1001.9478331720134
132198,1241.6311210455806
132199,1408.634491009548
132200,1586.5019560429282
132201,2021.1408527099595
132202,953.9760945981761
132203,1520.9487829891002
132204,2927.5165862873673
132205,1745.5443446868271
132206,2032.4029736969987
132207,2401.921876018574
132208,1285.2792869639266
132209,2262.7516580322444
132210,10007.976728380358
132211,3717.976253353058
132212,1027.7353228514821
132213,2251.535662043019
132214,3177.7081725121816
132215,4047.451940517513
132216,3555.165032192662
132217,1266.2885456792924
132218,1163.1181170842906
132219,950.6226799255461
132220,2088.0636331510154
132221,1316.469872776215
132222,1342.6805590106785
132223,4068.8161794591474
132224,1043.8703931181394
132225,804.6162082354599
132226,4102.739591347643
132227,1349.3054803388154
132228,904.5444040977137
132229,907.6496286336754
132230,1960.5179221214194
132231,1800.5262267716996
132232,3240.2466785586244
132233,1448.743240567854
132234,3746.3583602993576
132235,1469.9941438769963
132236,2631.9956960608192
132237,5607.473026448611
132238,5526.932203409147
132239,2700.548257897383
132240,2660.9840485911736
132241,2242.608928401193
132242,3037.0411329090844
132243,1481.3972658466096
132244,3214.288192209989
132245,1153.2616028140144
132246,1638.31115302859
132247,1589.8434944164246
132248,3722.770416931732
132249,2396.813585046637
132250,1371.0442505226154
132251,1177.9965472243757
132252,1903.2886041981344
132253,2491.831739783324
132254,1180.708559274359
132255,11154.843102687777
132256,2284.9629160083055
132257,1131.0193776252718
132258,4265.281786797163
132259,2975.3747061202507
132260,2051.5663629596097
132261,1057.2642431175727
132262,2299.1194690070943
132263,5567.123636223189
132264,2091.5414261687515
132265,1204.8888304405878
132266,5934.448039612628
132267,1179.5302658478993
132268,1181.9755585917865
132269,1585.7903039157998
132270,1015.1403237850086
132271,766.3101138691981
132272,3674.5841120263553
132273,1498.8408110366552
132274,1618.1006910067802
132275,1554.0906794041848
132276,4799.90874033381
132277,3295.750805805716
132278,4499.161068998875
132279,9693.622683339607
132280,3896.9995959722423
132281,2261.322536758476
132282,10307.10570433831
132283,3278.8421656562136
132284,6314.034381589472
132285,1565.5369028478808
132286,793.7602584754975
132287,6013.517575563726
132288,1179.7283184318678
132289,2530.2723858592203
132290,1527.9223057291051
132291,11568.236254789423
132292,3195.1730584920356
132293,2769.6842295595816
132294,2714.617271506509
132295,1041.3379623454114
132296,1676.9127157901778
132297,2218.2870620081576
132298,2381.8988568256714
132299,843.5486220977036
132300,1173.1327192175286
132301,2811.7537415025095
132302,3485.1905525952834
132303,4342.028104570657
132304,5032.118450817392
132305,1196.945647220551
132306,3708.1785089127584
132307,2644.367969582253
132308,3988.4601184134117
